Item Name,Item Rating,Total number of ratings,Item Price,Item Delivery Date,Item Url
JBL Charge 5 Portable Wireless Bluetooth Speaker IP67 Waterproof Powerbank Black,4.5,40,139.45,Free 4 day shipping,https://www.ebay.com/itm/284540326965?epid=15045871975&hash=item423fecd435:g:TnYAAOSw0vVhnRHm
"JBL 4311 Studio control monitor loud speakers 12""  (pair)",0.0,0,845.0,,https://www.ebay.com/itm/255266568066?hash=item3b6f12b782:g:O5wAAOSwS75hr7Ky
Two pair (4) JBL L-100 Century speakers - pickup only,0.0,0,2400.0,,https://www.ebay.com/itm/324933751067?hash=item4ba78f911b:g:fpsAAOSw261hs9Ak
"JBL Charge 4 Portable Waterproof Bluetooth Speaker, Forest Green",5.0,12,99.99,,https://www.ebay.com/itm/334128254297?epid=8029125610&hash=item4dcb988d59:g:OuMAAOSwQfdhKPIY
Vintage JBL 4312 Monitor Speakers!! Near Mint!!!!,0.0,0,990.0,,https://www.ebay.com/itm/154737201185?hash=item24070e5021:g:4XIAAOSw-LVhrt6q
New ListingJBL Flip 5 Portable Waterproof Speaker,5.0,100,84.95,,https://www.ebay.com/itm/384593494564?epid=6033536126&_trkparms=ispr%3D1&hash=item598b8f0224:g:UawAAOSwCUBhtfcM&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSQuF9OYLb3wphIAOfpJK8RhcW9QEENeALSJz5v7zpFE5UABqMaOhugP8jWad6znutIZ4y5ZQVbP%252BEnX4lcnR5LMlBF5v7MN2iCc5rxPRTAFN9YiWE%252FY5F5T%252B4DDiwv0BKYIXJjhcSXx%252F1bfyEd90riddWZSJc4vXWj3rAO6XAp71qtQiPVyJpgravC6sJ%252BIOCmiw%252F4pCp%252B56eKHz7hvXKcPiT%252BFK763mprja0UxypeXVNSXcF2cg5e2T0YAo5axpJNeAlIHuxjQM1ipitx9T%252BlrvKr3COa02654%252FMJA48%252F%252B4MShfbpmJDHGPStGakCVOM9ewbZhUCszT8dZojAyyqa%252B1vV8AoxjqooXXEQV1omFvrigR7eEpdSG8i9dRTfSFVMLJAxqtpe1SZX%252Bgb5UfrIg3WcDlOPzm0nLgvnVS2Jn9%252BnVPUDVxNbuzOmOQu7zV9g6VFF0w3dwMHfaHlAnDkwoSlwaLD8fSt0zFTx%252FlAXKuKQDEPPG3oGy6E%252BzXRYAyG6w5QTW6gj3w57mBRuni3HXSdlKA7MreN8vLWGTKaNFHk2drfAbAqbX34wZtr19X63h5wEMFGCcb4BnbQ6HL%252FFoRv9mMRGP3GFoO2ukDMNlsXWFe%252BUit%252FYHhvNJdnCkW9mbHxc0GsJNazX2717GKjHtdI0v5aUZ5pqYtVYzNLzE7bCvUjqjVq1YhmZfVwxhDt2YJbVmpg0QN%252FtqXxUfId6kgzLQLKjy7OJGQ%252BlVS9uZNZZCWxtmWeepfZ%252Flc6nMY9rcP6l%252FH9IgJjTNu5YnWZmSuDtI0DtDL2X35zjhLlaQWt0%252BGlkabsOcIBl4S%252FQEvw%7Cclp%3A2334524%7Ctkp%3ABFBMrOKmirZf
JBL FLIP 4  Waterproof Portable Bluetooth Speaker,5.0,38,59.95,,https://www.ebay.com/itm/334134538200?epid=234104674&_trkparms=ispr%3D1&hash=item4dcbf86fd8:g:WusAAOSwSBVhLnru&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSprd4IgPv6LBzlteBBg9Pew7WoeZ730Jn%252BA1dniy3oG13GnCGzlZ6uRWNXJkHnYXSlHhhbdjZBPIR4xS69NtZlSkxmZiN9cGKs8QXLUotnvspITOhG%252FfWHoXU7hayctisNNaH%252FB3wLB%252F%252FvZvHiQ4RM78q2uqsu99bXPXeqCAzg0CEe1xnC%252F240PDvQf8OeSDNd8JgLaUep6UzPkqdyXdr6qhOKciPwAsHiKwxY6gilMvHtuniOqI89Anx%252Bygw8Eq8o7WoqwpC7o32KrETLwPEUX8NiZ3gAc%252F%252BX%252FsMhg6Bd1KNu6Dv4ngj1Z6E%252FXOchcIkT0Q6NjRxsJraKDcVRmVZC9uzZTcJgjh5cJoL1Ejsoarg1emGav2f98L78dpIro%252Fh1gK1tjMNctxjVSmPp39teYrubK2qy%252FmPdNmFDHkEkA6zuE%252FjwNdrRmAG6qdp0MUwwOYGOyAVk2Ia6yFxZxU955gkaYVBud5R%252FigsaaTdEAG6WR1Osh9fUdaj5%252BZFc5%252FjRB6fltAgvzyeAbqYM9aI9MGgodCi27hMYLXAm4IoLlYYvWKdjG2XESD74q43bG6gQTx69deU%252BK7CFK9KStvP%252BWjPMkIQAeNStQLgs5E0nDsZ%252B3lMLnIUb4fMZvTi81c6EFomZOgsg4LCM7VQsBOdtC5Oh9vsyEdkD7qee05WrgodnXnuyDm1SEtRfeJ5EHC%252FTI5iErZQTE6ezseB7%252Bd38X%252B9hhxAq4uf8DA%252FKC17CnXzVZRAlYXnQPQZl2YcvhsvOoFJqIYnmVBTCSlWAIdk3ey%252B%252BRbUoyQRbEKlXf91XWGDrvncZAIvvjpaB%252FBHKGRC%7Cclp%3A2334524%7Ctkp%3ABFBMrOKmirZf
JBL Flip 4 Powerful Bluetooth Speaker Mini Portable Wireless Waterproof WARRANTY,0.0,0,84.99,,https://www.ebay.com/itm/294557547161?_trkparms=ispr%3D1&hash=item4494ff7a99:g:qjkAAOSwlI9hlZHq&amdata=enc%3AAQAGAAACoPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS%252Fwocn770hnih0B3mVHNZ5LmPGJRIx%252FBnEsPQfa1LcOndfyS%252BhoxcXOALiiq857mWUSxqRshHOnewF0aPf6DGuomLaFL65PKcyFhJqjUsjPa8ll9LXwUDLvUktfylYc7ptURLSodn%252BeeR8Y81O3iFBESPvOTQLnqkoQ7l5rbB%252FTOAT0%252Fng45FSpl7NGC%252FmJzpnBBw%252F6iv7UMAjQqLJulKtYONEnTBC4dBUAFbPji37nlM%252Fd7T6gvRbQIyd5NUED%252BOuN9LNmpC8JasfabSIoXmNEsOoTtSGJCw8B7vMmbHMGKXFMtnt6%252BO26vH1j9bzQUhyUcAc3Y10LMLDQu7rPB2yq%252BLWAOEJebdMaZqrnFOLhyW94oN0MpmfGxEu0aJHqhlvOn1Y6YRAzZIiCgDG%252BNPYIdaLTObSWJiibyzJpaCKc5f3et%252FrpoBGnORgF4uONL%252Ft4%252FyZMT%252F6jFxl%252BmTH8QqfDNfkgQ4eEWTbmrtSJcYlJNuBeDwo2W80BI7qS3aIfpCyx6qtAi4TUYc0L7wTfTecMx8CW0KEd275R%252FYQJsHH297SDWrXxutI%252BgMzhcDTBaTugLmG7MJnHaepwi6bnj6L0o3PzI0bq%252FxF8M7QZY8BHhJkMxBDxiKMnTBg3c%252FajfxmpRnGty1BU6ptvdRdcIyUhZPE6KLBPboaGqjI2YSMAHFR%252BPmLGfpDnHXvsS25JFcPGsDZBers7AJgX6KNTDogBhAd0f44Siu%252Ff%252BZ4zjS0pHhDEy89D9w3uOZoQvdUuNFW%252F1nzVX8UHHiSM3EmowmLnvPuQPfT9aM0umV2pRmtqTMbPTXYXckdFrvhOEW68KD5trV4K4xze9aHNWMXgBVaQ%253D%253D%7Cclp%3A2334524%7Ctkp%3ABFBMrOKmirZf
JBL Xtreme 3 - Portable Bluetooth Speaker - Camo *XTREME3CAMO,5.0,1,269.0,,https://www.ebay.com/itm/165223129535?epid=23043339847&hash=item267810e1bf:g:-OsAAOSw-nNhqpE0
New ListingJBL Flip 5 Mini Portable Waterproof Speaker,4.5,429,76.7,,https://www.ebay.com/itm/384593453430?epid=16033532037&_trkparms=ispr%3D1&hash=item598b8e6176:g:KBMAAOSw~YthtQrQ&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSQuF9OYLb3wphIAOfpJK8RlG9JPaCZuqVhkIBXsWX2NdNoyo4VU50UMLZvaGKOH5QWbMkawvGwndKR%252BOT1M6Zyt3xlOEwXsl6lonfwLghB1B8T6sDiUWK2VJBtQuTDgT4PxV04PFk%252B%252BlQ1acNHVPcBn5pjG7Pcn7UGIzWkRUKcatDbpyhQajeEywa6xOTQbJ6womPXVZh1%252B1wnIUEBptXivPYeHaA2NFSnCZAV0QAYSvMO9GqfLQPw%252BJPvhrIuju5pzr3c751QdWfypUfUM4rWj59pE4FXvjY5hXndfjBUkIl687TO8%252BKYz0FJD%252B47tEibZvPHYEsTV6%252Bq72BfKbhJ7l6PCvK6BTutDuRsQkpAwLT5wca212h%252BSwbO3upXUjBCwJIkJTlKNcy0zuV%252FswyFyOyloQh9lFdBnrF%252BBFccRFJGsDdY1L2OMCEGHLD0mUmQUngPVJ%252B8cEXUFk1%252Fg6du8P85JH8YVhS%252B%252Fv5CFeUNT92RDujZBIc7aoapd2vKxm7vYrep8yyuHanSMFmzYcoDU4D1on1hwrIZb6zuS2dU09oWoBHYx912HRi5yBK37ZR5a%252BpddxSjBkZ3Cr66BrKuFyeRU%252BfDZJmDqKgxNQJsaWM20VQLf6JhtHTs2cKDO8GmTLmGhgtpEY9SeX4KEmTpFTSAMrxDqy1W3SvddM6z3%252BpD6TF4L9Y291lpf3NS9xT1Lpkxocoy4svMFOMaE39BzKzB%252B6DERf9Fbxvs7izwC2Rgkrb%252FiorzypWy2l0eeGzohe%252FOhNTeCN4CHtCGVJMR28FYNsgSEg85KGF2Uw2t%252BDbxpRFdFAfFuVtO50MvUz5%7Cclp%3A2334524%7Ctkp%3ABFBMrOKmirZf
JBL 62T Vintage Speakers,0.0,0,29.99,,https://www.ebay.com/itm/363649472993?hash=item54ab3299e1:g:KisAAOSwUQJhkqy~
Vintage JBL 4412 Professional Series Studio Monitor Speaker System (Rare),0.0,0,995.0,,https://www.ebay.com/itm/275059644495?epid=1300252441&hash=item400ad5184f:g:bn4AAOSwdDdhq4qY
JBL Xtreme 3 Portable Bluetooth IP67 Waterproof Wireless Speaker 15 Hours Black,5.0,33,260.35,Free 4 day shipping,https://www.ebay.com/itm/294443219854?epid=26043339325&hash=item448e2efb8e:g:88AAAOSwUDphXgtz
Vintage JBL 4311,0.0,0,1300.0,,https://www.ebay.com/itm/224724051640?hash=item345298e6b8:g:9L8AAOSw-XphnpA2
RARE - Vintage JBL Control Monitor 4411 Mirror Image Studio Monitors PAIR,0.0,0,1100.0,,https://www.ebay.com/itm/294621421558?hash=item4498ce1ff6:g:kR4AAOSwRURhsjlt
JBL XPL-200A speakers,0.0,0,2300.0,,https://www.ebay.com/itm/294624385777?hash=item4498fb5af1:g:hyMAAOSw0fxhs5Lh
JBL 4311 Control Monitor Speakers  (4311WX-A),0.0,0,300.0,,https://www.ebay.com/itm/185206406701?hash=item2b1f297e2d:g:8tEAAOSw1~phhsbX
JBL Charge 5 Portable Wireless Bluetooth Speaker - Black *CHARGE5BLK,4.5,40,143.0,,https://www.ebay.com/itm/165227243018?epid=15045871975&hash=item26784fa60a:g:n2oAAOSwvSJhr618
JBL L100 Century Vintage Speakers *Read Description*,0.0,0,1299.0,,https://www.ebay.com/itm/324808242929?hash=item4ba01476f1:g:FVsAAOSwNwZhVKRM
JBL Flip 3 Splashproof Portable Stereo Bluetooth Speaker Red,4.5,38,49.99,,https://www.ebay.com/itm/334127435388?epid=1541195987&_trkparms=ispr%3D1&hash=item4dcb8c0e7c:g:s0cAAOSw6JdhJ-6U&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSprd4IgPv6LBzlteBBg9Pe8zs3UhlMVx2p3ZwnxoPNsB3g%252BMtqmW3kHd6FYwmd6Lmy6dvI4N8W%252BKtkTYpMvEJIa6anctcRFey8TjGIPARDVMiJni1fxQ1v%252FSJn1PKraBCq91mSYSkqiIzAhTHlLmehxU7OUM6YYpbtbH0ogwAkPwn53lR1CmWxuZw7YUF5RpsF7GDAmjxjwPTIsP8%252BjK%252F%252FD9ROUEymtmSfi73eEm%252BYcM9ve5nCduHvb%252F0LfXOrTi9fPQJGQAOHMuJlK0wDzyZVoGWZHByHw3qGa1YylJdLaOY4Jp8%252FrcB579QbU8jp3cxJrX0GJUq%252FgnjWiuqFfXCzlU%252BpzdgMEjNRPMydpmnGa0tNKGkwRovMyMoK3wXBIhTKD6NmnJrcHoV8vn%252BmIkdTEVOgghmfn7lrzQmVzBIjA8bxtF4KuPt3ymN8hMiq8tsd56L1oDHHpTpM4dc0o%252BD2Vl2VWAO2jLduQLjR1jx97koxt6dkMn3UYnav%252Fe3Fvh9qNP21x158q9a9ST4eAhR1v1I7pWDTloHj6vqZu4y6dgmC5J8YGjqKim%252B5zA1wSXAXpo2OVCJDDDnWbuFz3w7b6TBYBKpb3Z%252B91LXGTiSXUAtEPVB62yGku1ZcHshIP9W441Cc6K0A%252F12ZNBX2ElOzks%252BI7PKpDz5wmvTy94fFdS72VWl4T0GgZsI7K3QdF3hR3jeQr6b1VJmVWkEesgIyXsRZq5M%252BuMXr6vQPauqw085ywalXJOEHzyJRg4ELpMoLIJOMqeDP5pfBrmqpLRy%252F1fBTZ5i8c1%252BBSdLFKziuDPJmmZyPCrGrJa2Ijfjz%252BUe%7Cclp%3A2334524%7Ctkp%3ABFBMrOKmirZf
JBL Xtreme 3 - Waterproof Portable Bluetooth Speaker - Black,0.0,0,279.95,,https://www.ebay.com/itm/363010905942?_trkparms=ispr%3D1&hash=item548522d756:g:9u4AAOSwkQNhXg0F&amdata=enc%3AAQAGAAACoPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS5%252FLJbfonbQUYd49AU1AJY08XBo%252FLSQdEKHUMn9MB5l9z3dC08dRbaW9NqfZstTXE2yQd8Lw6r4z%252BpgM0lNRGPrSEjB18fc03rfWhrISERpzdy9xFCacxQ2nHQ02mLeSAsYZY9W6K%252BXqCeuy8k0zbjWQOrvLbOAZUUjYsbD%252FIvAp4i8Q1mC7eUEOgR1skT6pBcoXjb8mabcFwxCXFo4%252BSjDNTLWk5ny8fuZFwObYoNHwh60E6UT8I2v9h1izP7RnMawok7G%252B2A3rk22STm4evSPFh5Izq7HO7Y2RHtHG%252BAMTemGE3EU7sw6XFmGUb0zsPycFn%252FS%252BFhcoYovTLWB2q4jrW0kNVxlpJXMPZatT8E6yYmjtoTkfJSSItks%252Fb9QMgvbPXaOTr7WzBxX0dBmENBv4q8i8odShrqCNulTCa07jgUyOCgP1d2NxFWfn%252B07t0qIjKkXaBj59c2zMRqwp%252BYuO6ztQ%252BXm2Yfxb9RxBq1ccReF3MYoXs3%252Fwo1Rxq9UMILnxhkXQIEJvdCyvFjYEgcwC8xy5eefQ%252FFARKnD5Ol6t25gzz31dOeTPzqrCpsSv388%252ByYk8VDwHOqfhIwrxlT8%252FBvSNrIa2c414onHxh8vxd7gCSe3sqhz39rmslGHLxGlVisyNUfLxsfvtNED9HBwB2ilzcYvKA%252B8Bv25D8yHGwdEgNxdHEQfY7f9KASfTcJjZDWn2gQx9G6Zf2S3bcKkJTpyPayb9dDS6CI5lH6wUFcK%252FMCQxOdyxOWsv7f%252BEk7TN1bCcW5zWg21rNaymI%252FzSNoR%252Fmbly3%252BWyKJ1UVe6XL12t0XTCrah58XOx4pbAtf084XvEWvp64N7atFF9N8A%253D%253D%7Cclp%3A2334524%7Ctkp%3ABFBMruKmirZf
JBL Pair Of Vtg MODEL 4312A CONTROL MONITOR SPEAKERS Estate Awesome Local P/U NM,0.0,0,1188.88,,https://www.ebay.com/itm/203747264560?hash=item2f70488830:g:V7kAAOSwhtFhs71g
"Vintage JBL D130F 8 OHM 15"" Signature Speaker w/ Box and miscellaneous paperwork",0.0,0,140.0,,https://www.ebay.com/itm/185201277666?hash=item2b1edb3ae2:g:r80AAOSw77RhrXDJ
JBL Flip 5 Waterproof Portable Rechargeable Bluetooth Speaker- Black *FLIP5BLK,4.5,429,99.99,,https://www.ebay.com/itm/165227242187?epid=16033532037&hash=item26784fa2cb:g:IikAAOSw6IxhqoYB
"JBL L100T STUDIO BLACK Speakers VINTAGE 8OHMS 35""x16""x13""",0.0,0,999.99,,https://www.ebay.com/itm/175056851942?hash=item28c23393e6:g:fJMAAOSwSqhhsXgU
"JBL 2482 [PAIR] Drivers 4"" Diaphragms 48374 OEM Original 16 ohm ((((RAIR))))",0.0,0,456.0,,https://www.ebay.com/itm/275056397202?hash=item400aa38b92:g:xyoAAOSw0vhhroMP
"New ListingJBL 123A-1 - JBL L100 Woofer, Excellent Condition",0.0,0,199.0,,https://www.ebay.com/itm/284565268524?hash=item424169682c:g:oHQAAOSwSRlhtWQ5
JBL Boombox 2 Portable Bluetooth Speaker - Black #2002,0.0,0,299.0,,https://www.ebay.com/itm/393779273478?hash=item5baf12df06:g:sMEAAOSw-Lxhsomf
New ListingJBL Pulse 4 Wireless Portable Speaker - Black (WITHOUT BOX),5.0,43,150.0,,https://www.ebay.com/itm/133962405457?epid=2305426374&hash=item1f30c81651:g:CzYAAOSwC1phtlW8
JBL Pulse 3 - Wireless Bluetooth Waterproof Speaker - Black,0.0,0,99.99,,https://www.ebay.com/itm/234202848319?_trkparms=ispr%3D1&hash=item368793dc3f:g:C4gAAOSwA7phTjck&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSRAQR8FABHjfpFoyRlXhWmSvb1bycGyrmB7XMXwsF6BuBB0VgNlsGLxW22gmxkrx%252FtXTYZSzGswZpooWBph5XAbOtOU4YEE4RNRzAHKYFFrY5hzjbsvqCuKC8%252Fb8DEkQM9P%252F6fgE9UfAhcydJiYj67rEFI2hU5jyQSpela6Bzc21vxIGPaX0O0UpZNEHg0Muyc8tzWUcgaZ2KdASktgUElqmlp4vH9cNYDoDDOuP90yaaMFViGF1w2sbo8H5qM%252BBwMEVIzRrKEJWQkkis0VPgKLM43QFkcM8IQfs2tgGKHGMFbfSWfaR5OxKDd7NXZqq5Yg%252Bcir2ENukujq9f4zniXWE0NC2cRqiCpzPkxvWVJq4v4wk56JJyk55KjZdRTMlMbzNO4w7GGSIkVSzKJzDpX7HfDIcVza8c3Pzv8A2V%252BczENiR77HGbl42hzWmgyPt0BU5USmOlHpb%252BxA2zkJsAL3XXy6aBeO7JYLNVM90v2fFUBRpp3mteTYk4jTlBs%252BcTBmD0WvcOzimFP21rlp5pKV4OHGUDk4nfHWLQh0W94%252Bd5HalqJW9OzKhF%252FYX9f3Ll%252BZPLzkvrb5z1rgCCUmihqirei2JIqdulY%252FKPJL%252BvhJyVP7n4i5yGo9owbhgtagQ6tJZ9GpyP1yW3LLKiGkOSPTkcqdOfJjCSjoHdMImIvfXBLCervcstACY2kwF7qZ%252FS3aLsh4%252BwC2A1wgfbqU1JpcDuOrPRMghGdjAVYLV%252BmcP1mQiZu%252BonHatUX%252F6zq7iec4Rd%252BnTM%252BhiBjDpmk%252FoCMRjYAvUptAoJpFHXaYVrgPDTCmnC48zUgfGHpAaKHf5Y%7Cclp%3A2334524%7Ctkp%3ABFBMruKmirZf
JBL Xtreme 3 Portable Bluetooth Speaker - Black,5.0,33,187.5,,https://www.ebay.com/itm/384569874779?epid=26043339325&hash=item598a26995b:g:YmwAAOSw96RhrTi5
JBL - Boombox 2 Portable Bluetooth Speaker - Black,5.0,74,499.99,,https://www.ebay.com/itm/203233788970?epid=2308824399&hash=item2f51ad842a:g:--sAAOSwJWtfFcFL
"JBL L65 Jubal Speakers, Vintage 1970's Woofers Need Refoam. Great Condition!!",0.0,0,2200.0,,https://www.ebay.com/itm/324928286306?hash=item4ba73c2e62:g:KCUAAOSwHxNhsB06
Vintage JBL Aquarius IV Speakers Consecutive Serial Numbers Mid Century Lansing,0.0,0,850.0,,https://www.ebay.com/itm/175047717800?hash=item28c1a833a8:g:Ee8AAOSwi3ZhqVWN
Vintage JBL L100 Century 3 Ways Speakers Pair,0.0,0,1500.0,,https://www.ebay.com/itm/363643868189?hash=item54aadd141d:g:t-0AAOSwO7VhqiNS
Vintage JBL L-100  Speakers Set Pair Original new 95%,0.0,0,2500.0,,https://www.ebay.com/itm/265444391629?hash=item3dcdb7facd:g:zfUAAOSwUHNhsiHk
New ListingJBL Flip 5 Waterproof Portable Rechargeable Bluetooth Speaker- Grey *FLIP5GRY,5.0,47,99.99,,https://www.ebay.com/itm/165230345798?epid=8033536496&hash=item26787efe46:g:DDoAAOSwZjZhr6~K
Jbl L220,0.0,0,4000.0,,https://www.ebay.com/itm/115122342617?hash=item1acdd38ad9:g:5TwAAOSwHbphqAZe
JBL Control Monitor 4411 Excellent Condition With JBL 120ti Drivers Walnut Stand,0.0,0,800.0,,https://www.ebay.com/itm/115135840463?hash=item1acea180cf:g:n6wAAOSwpgJhs45J
NEW JBL Flip 6 Portable Waterproof Speaker *NEW RELEASE* ⚫️Black,0.0,0,119.99,Free 4 day shipping,https://www.ebay.com/itm/275058814864?hash=item400ac86f90:g:3IcAAOSw3g1hsqrq
JBL MODEL 4430 STUDIO MONITOR SPEAKERS,0.0,0,3495.0,,https://www.ebay.com/itm/294612937389?hash=item44984caaad:g:bxUAAOSwIBRhrnP3
JBL Boombox Portable Bluetooth Speaker - Black (JBLBOOMBOXBLKAM),5.0,108,117.5,,https://www.ebay.com/itm/255271329599?epid=8031985104&hash=item3b6f5b5f3f:g:99QAAOSwQhVhs3Ai
New ListingJBL Flip 4 Portable Bluetooth Speaker  - Black,4.5,773,72.97,,https://www.ebay.com/itm/334252374141?epid=20032261767&hash=item4dd2fe787d:g:xWsAAOSwmOxhtZT4
pair jbl l166 speakers,0.0,0,1500.0,,https://www.ebay.com/itm/334243962429?hash=item4dd27e1e3d:g:SlMAAOSw411hrSyC
JBL Charge 4 Portable Bluetooth Speaker - Black NEW in box,0.0,0,99.99,,https://www.ebay.com/itm/363649207416?epid=13042799144&hash=item54ab2e8c78:g:LUUAAOSw3yZhNMKD
JBL Boombox 2 Black Portable Bluetooth Speaker,5.0,74,499.95,,https://www.ebay.com/itm/154501806688?epid=2308824399&hash=item23f9067a60:g:jqEAAOSwB9Rg0Qk8
New JBL Charge 4 Portable Waterproof Wireless Bluetooth Speaker Blue Authentic,5.0,110,109.97,,https://www.ebay.com/itm/393452351861?epid=16031747357&hash=item5b9b967175:g:bIsAAOSwXFJgcMOb
JBL Flip 4 Ocean Blue Portable Bluetooth Speaker,5.0,12,99.95,Free 3 day shipping,https://www.ebay.com/itm/164905346094?epid=21032786703&hash=item26651fe42e:g:XWQAAOSwdr1gwPUF:sc:ShippingMethodExpress!58102!US!-1
JBL Xtreme 3 Portable Bluetooth Speaker,0.0,0,169.94,,https://www.ebay.com/itm/304259278333?hash=item46d74425fd:g:lSoAAOSw84VhrEBE
NEW JBL Charge 5 Portable Bluetooth Speaker IP67 Waterproof & USB Charge Out ⚫️,4.5,40,158.99,Free 4 day shipping,https://www.ebay.com/itm/274846373883?epid=15045871975&hash=item3ffe1ed7fb:g:VjkAAOSwWWdg1o36
JBL Charge 3 Waterproof Portable Bluetooth Speaker (Blue),4.5,282,69.99,,https://www.ebay.com/itm/334132487994?epid=224820568&hash=item4dcbd9273a:g:eeIAAOSwNbxhLqdc
New ListingJBL Flip 4 Portable Bluetooth Speaker  - Black,4.5,773,58.0,,https://www.ebay.com/itm/313790711624?epid=20032261767&hash=item490f624748:g:oqUAAOSwoBphghyp
JBL Charge 5 Portable Bluetooth Speaker Blue,5.0,15,179.95,,https://www.ebay.com/itm/373615996553?epid=22046187007&_trkparms=ispr%3D1&hash=item56fd3fae89:g:7hYAAOSwsHlgyNpe&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSafTQYbq3L7RBVAMi0K9cw6kPihFORPt%252Bu3jyKxPaaGMvy2art8Zo3rYQB3H3jH2eTngFB02L4RgG0frVTHpX1rE5RxV6RYiJCSxRv3AfuomtQS0rrjOFNO8bkmYIwUAVChst5zYQYSFd%252FXd%252BqNrByTHGAeD%252FD2bUaxOvwkiItWY%252BsPjsz6n5RJ4iW1ZS5CmtnLrXBxrqvrKJmdG%252FtKD89HqtjcEKkL%252FTgpsn4LQXR8oW0TfQQDnuVmuWJgh8MlEHOFeE8V8vJI6cGf4%252Bypv1VDnzfzOMJEaZXg4FH%252BKjXfn0SVhlX%252F%252BKk2aaNz79tuqNlxuNm06ee3gpgNrVB%252F7iLj%252BcobkjRIl6CzSa6XZEZNpw2cEO4stUSAs8kRZiM6o5H9qRRQD2lBjqtJP9Fa%252B%252FGVbP3sZUar915SGbuU%252FTVRPjctBrq9u%252BNQxfClVLXr%252BNRyt6g1rpy55hc9eK%252BneVnQjY01nT19UuLodE3Y50g%252BW4CvQpgqXlW4Ql7d6R0nA4LoL6NcSycAwVBqyc3L28%252Fzdt4g5qKeghjy70CJ1vAqt0V%252F0%252FaWY4kJFc8iFu8ncSTnktVMb7tTcFKKcZITbqisT%252BzrrG3bjdwA0F%252Bs87BeJPKAcc7TzB0JjkMYzN0FMcsuVzot%252BRgLLvdINoFhnOAvl3xhX6UyPhcVmVNm6hO5MU0w7QevPU7vwm9lvCbVCF%252Btq2XulZBKkaRD4nqmhC05bavaFKsQ2revMF7rMeTnWYAFR20odgehwSv5nrU3SygyLvOiHj%252Bh%252B86aPHxcRcxJlx65uVGfXH%252FyzgXaZMOnz2Wui2dE9I40bY9Cw3aIvf%7Cclp%3A2334524%7Ctkp%3ABFBMruKmirZf
New ListingJBL Clip 3 Portable Wireless Speaker,5.0,17,30.0,,https://www.ebay.com/itm/403351968798?epid=20032471343&_trkparms=ispr%3D1&hash=item5de9a69c1e:g:hTYAAOSwIj9htm28&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS%252BMKizvpuEDUfX4dvRWfUzbfyDos33Nt%252Bv3gsSWy%252Fe67nvwbMkUa2%252BDgqdtKxJfU5x8rSbzK6yGpZA11DZ1hDqsdB4rjGiHnqHFtbKFU44GnBOBTCIiFGmO2USfAL5uXklsElXB2xSuH1LOsM0CS1L7Kg3RXmaGGn7nvssJ9iiqo3Eada8hMj02MvNpdzUeR8lD7ZR4k5pWjhvOi3HOB8B66xMPJLO5tKllTcg%252BeTiLan7iQLxD9%252FpGIbb9ztllESRxBDqdjQfnGg%252Bpu7xhcNRJVC6iiJuaqzYrgqKmFWc3BKgb1EYX3gC2CU4cYloOPZ8ecKmaaELsDTa9kyvdcQczwbXLQooVcUIYfKW0egZ3AdOQirVeLBRkXPFJAkTwYMSfkV6BxGgy0FmB9SSc7n9zqLJG9G067F7Qj4MkVMxp31CoE%252B8mk9YOldFFX4QW9466iT1xRD2J4f%252Fav07a9crhBXO6H%252FCq8cW1G360f1ZgIZSbkD8VQL6Aeg%252FuTQ8nWGXODUel0w5d%252B64VowfLG3G0SJsQH06R%252FdfGbe2CZ%252Beoa%252BfnkGQ6UVViMNAoz63LRzGTO47zvmZqPwMpIhTtWAf7BQ2gQnQ0GAlnAJKnf4jISxU9ptzni9KPkZSIfMrn3VphbqwWNDtTTGInK4cpJ6ebzJCsqWop8Hlhcgjy2iuc5A%252BDXqdwpNgxMiVvxKkK34HmUX%252B2QZu5xEj0siLUSmVXNCoqUC3ozVgPBT3bA31sEfhONjy20tlq3ETZ5RbX9bw83vlsHRDjAW1dZHdujTRCbZzpEqyRdoB6itfeLm%252FjqX1vgH0wpWmKg%252FCyfd%252Bqax%7Cclp%3A2334524%7Ctkp%3ABFBM7uqnirZf
